391281,192.168.1.1,WRT320N
391287,192.168.0.1,WRT54G
391288,192.168.1.1,E2500
391290,192.168.1.1,E1200
391327,10.0.0.1,DPC3939
391327,10.0.0.254,DPC3939
391339,10.1.10.254,DPC3939B
391368,192.168.1.65,VEN401
391390,192.168.1.1,E1550
391414,192.168.1.1,SRP527W
391446,192.168.0.1,WRTU54G-TM
391460,10.0.0.1,DPC3939
391460,10.0.0.254,DPC3939
391490,192.168.1.1,E3000
391507,192.168.1.1,WRT160Nv2
612187,192.168.1.1,WRT54GL
612197,192.168.0.1,DPC3825
612207,192.168.2.32,WAP4410N
612215,192.168.1.1,WRT320N
612222,192.168.1.1,E2500
612226,192.168.1.1,WRT120N
612239,10.8.8.1,E1000
612248,10.0.0.1,DPC3941
612248,10.0.0.254,DPC3941
612258,192.168.1.1,WRT54G2
612261,192.168.1.1,WRT54GL
612274,192.168.15.1,RT31P2
612281,10.0.0.1,DPC3939
612281,10.0.0.254,DPC3939
612282,192.168.1.1,WRT160Nv3
612296,192.168.1.1,E2000
612313,192.168.0.254,RVS4000
612317,192.168.1.1,WRT54G
612334,192.168.10.1,WRT300N
612334,192.168.10.3,WRT54G
612358,192.168.10.1,WRT300N
612358,192.168.10.3,WRT54G
612364,192.168.0.1,DPC3848
612408,192.168.1.24,E3000
612413,192.168.0.1,DPC3825
612414,192.168.1.1,WRT110
612418,192.168.1.1,WRT54G
612437,192.168.1.1,M10
612449,192.168.1.1,WRT160Nv3
612451,192.168.0.4,VEN401
612463,192.168.1.1,E1000
612467,192.168.1.1,WRT160Nv3
612470,192.168.1.1,WRT54GS
612500,192.168.0.1,DPC3848
612517,192.168.1.1,wrt54g
612521,192.168.1.1,E2500
612535,10.0.0.1,DPC3941
612535,10.0.0.254,DPC3941
612537,10.0.0.1,DPC3939
612537,10.0.0.254,DPC3939
612544,192.168.0.1,DPC3825
612589,192.168.1.1,WRT120N
612592,192.168.23.1,E3200
612602,192.168.1.65,VEN501
612602,192.168.1.254,VEN501
612630,192.168.1.1,EA6350
612650,192.168.1.1,E900
612663,192.168.1.65,VEN501
12468,192.168.1.1,E1200
12470,192.168.0.1,WRT54GS
12487,192.168.1.205,WRT54G/GL
12488,192.168.1.1,E1200
12544,192.168.1.1,WRT54G
12547,192.168.1.1,wrt54g
12571,192.168.1.1,wrt54g
12575,192.168.1.1,E1200
12581,192.168.1.1,WRT160N
12602,192.168.1.64,VEN401
12616,192.168.1.1,E1200
12637,192.168.1.70,VEN401
12641,192.168.1.1,E2000
12652,192.168.1.1,E1200
12683,192.168.0.2,E3000
12714,192.168.1.1,WRT110
12716,192.168.1.1,WRT310Nv2
12729,192.168.1.2,WRT54G
12735,192.168.1.1,EA2700
12745,192.168.1.1,E2500
12758,192.168.1.1,EA2700
12762,192.168.1.82,VEN401
12763,192.168.1.1,WRT54GS
12770,192.168.1.1,E2500
12773,192.168.1.65,VEN501
12773,192.168.1.254,VEN501
12789,192.168.1.1,X2000
12803,192.168.1.82,VEN401
12817,192.168.1.1,E1000
12825,192.168.1.1,wrt54g
12846,192.168.1.1,E3000
12852,192.168.0.1,E2500
12989,192.168.1.1,WRT54GS2
12995,192.168.1.1,WRT54GL
1076276,192.168.1.1,WRT160Nv2
1076280,192.168.1.1,WAG320N
1076311,192.168.1.1,E3000
10945,192.168.1.1,E900
10976,192.168.1.1,E2000
11002,192.168.1.64,SPA122
11009,192.168.1.1,WRT54G
11014,192.168.1.1,E1000
11017,192.168.0.4,VEN401
11022,192.168.1.1,WRT110
11047,192.168.1.1,E3200
11048,192.168.1.73,VEN401
11058,192.168.1.1,E1200
11078,192.168.5.1,WRT110
11099,192.168.1.66,VEN401
11107,192.168.1.1,E1200
11138,192.168.1.1,WRT54G
11147,192.168.1.64,VEN401
217915,192.168.1.1,WRT160Nv3
217917,192.168.178.1,EPC3925
217925,192.168.0.1,E1200
217934,192.168.1.1,E2500
217964,10.0.0.1,DPC3939
217964,10.0.0.254,DPC3939
217971,192.168.1.1,WRT160Nv2
217975,192.168.1.1,M10
217976,192.168.1.1,E1200
217982,192.168.1.2,Linksys WRT54Gv8 / GSv7
218020,192.168.178.1,EPC3925
218025,192.168.1.1,WRT1900AC
218028,192.168.1.64,VEN401
218084,192.168.1.1,EA3500
218085,192.168.1.1,E1200
218242,192.168.1.1,WRT160Nv3
218255,192.168.0.1,DPC3825
218258,192.168.0.1,DPQ3925
218282,192.168.1.1,E1200
218296,10.0.0.1,DPC3939
218296,10.0.0.254,DPC3939
218303,192.168.1.1,E4200
218319,192.168.1.1,wrt54g
218334,192.168.1.1,WRT400N
218338,192.168.1.1,EA3500
218367,195.110.2.130,WRT310N
218394,192.168.192.1,RV220W
218394,192.168.192.5,E4200
218420,192.168.1.1,WRT54G
218443,192.168.1.1,E2500
218443,192.168.1.2,WRT54G
218452,192.168.0.1,M20
218459,192.168.1.1,WRT610N
218465,192.168.2.1,WRT54GS
218493,192.168.1.1,wrt54g
218494,192.168.1.78,VEN501
218494,192.168.1.254,VEN501
218511,192.168.1.1,EA4500
218515,192.168.178.1,EPC3925
610895,10.0.0.1,DPC3941
610895,10.0.0.254,DPC3941
610896,192.168.1.65,VEN501
610904,192.168.0.6,WRT54G
610934,192.168.1.1,wrt54g
610964,192.168.1.1,E2000
610967,192.168.1.1,EA3500
611039,192.168.1.100,WRT54GC
611044,192.168.1.1,EA4500
611109,192.168.1.1,E2500
611129,192.168.0.3,VEN401
611170,192.168.0.161,spa504g
611170,192.168.0.162,spa504g
611170,192.168.0.163,spa504g
611170,192.168.0.164,spa504g
611170,192.168.0.165,spa504g
611170,192.168.0.168,spa504g
611179,192.168.1.1,EA3500
611185,192.168.1.1,Valet M10
611193,192.168.1.1,WRT1900AC
611194,192.168.1.126,VEN501
611194,192.168.1.254,VEN501
611209,192.168.1.254,DPC2325R2
611213,10.0.0.1,DPC3941
611213,10.0.0.254,DPC3941
611221,192.168.1.1,WRT400N
611235,10.0.0.254,DPC3941
611259,192.168.1.1,EA4500
611263,192.168.0.3,VEN401
611284,192.168.1.1,E2500
611335,192.168.1.1,BEFSR41
611379,192.168.1.1,E1000
611401,10.0.0.1,DPC3941
611401,10.0.0.254,DPC3941
611402,192.168.1.1,E1000
611403,10.0.0.254,DPC3939
611432,192.168.1.1,WRT54GL
611435,192.168.0.1,WRT120N
611459,10.0.0.1,DPC3941
611459,10.0.0.254,DPC3941
611471,192.168.1.100,WRT54GC
611479,192.168.1.1,WRT120N
611502,192.168.1.1,WRT54GS
611521,192.168.1.1,WRT54GL
611552,192.168.1.1,WRT54GS
390576,192.168.1.1,wrt54g
390576,192.168.1.254,RV180
390578,10.0.0.1,DPC3939
390578,10.0.0.254,DPC3939
390597,192.168.1.1,wrt54g
390678,192.168.1.1,BEFSR41v3
390689,192.168.1.1,E3000
390689,192.168.1.2,WRT54G
390725,192.168.0.1,EPC3825
390741,192.168.1.1,E3000
390791,192.168.1.69,VEN401
390805,192.168.1.1,E1200
390814,192.168.1.84,VEN401
390841,192.168.1.1,E2500
390849,10.1.20.14,WAP4410N
390849,10.1.20.23,spa303
390849,10.1.20.28,spa303
390849,10.1.20.32,spa525g2
390862,192.168.1.1,EA3500
390866,192.168.1.1,RV016
390880,192.168.1.3,VEN401
390889,192.168.1.1,E2500
390896,192.168.1.1,WRT54G
390906,192.168.1.1,WRT54G2
390970,192.168.1.1,EA3500
390987,192.168.1.1,WRT120N
391010,192.168.1.1,WRT54GL
391041,192.168.246.1,RV042
391054,192.168.1.1,E3000
391055,192.168.1.1,WRT160N
391063,192.168.2.13,RE6500
391068,10.1.20.14,WAP4410N
391068,10.1.20.23,spa303
391068,10.1.20.28,spa303
391068,10.1.20.32,spa525g2
1070798,192.168.1.1,WRT54G
1070808,192.168.1.80,VEN501
1070810,192.168.1.1,WRT54G
1070845,192.168.1.1,E1000
1070855,192.168.1.1,WRT54G
1070864,10.0.0.1,DPC3941
1070864,10.0.0.254,DPC3941
1070882,192.168.1.1,WRT160Nv3
1070887,17.50.50.1,E2500
1070918,192.168.0.1,DPC3848
1070944,10.0.0.1,DPC3941
1070944,10.0.0.254,DPC3941
1070970,192.168.1.1,E2000
1070980,192.168.1.1,WRT54G
1071001,192.168.1.1,wrt54g
1071005,192.168.1.1,E2500
1071019,192.168.1.1,WRT54GS2
1071073,192.168.1.1,E2500
1071086,192.168.1.1,WRV210
1071092,192.168.1.1,RV042G
1071110,192.168.1.1,EPC3925
1071111,192.168.1.1,WRT54G
1071140,10.0.0.1,DPC3941
1071140,10.0.0.254,DPC3941
1071143,192.168.1.1,EA9200
1071148,192.168.0.1,DPC3825
1071153,192.168.1.144,spa504g
1071166,192.168.1.1,E2000
1071167,10.0.0.1,DPC3939
1071167,10.0.0.254,DPC3939
1071195,10.0.0.1,DPC3939
1071195,10.0.0.254,DPC3939
1071205,10.0.0.254,DPC3941
1071212,192.168.1.149,WRT110
1071233,192.168.0.1,EPC3925
1071260,192.168.1.1,EA3500
619011,192.168.1.100,WRT54GC
619104,192.168.1.123,WRT54G
619114,192.168.178.1,EPC3925
619116,192.168.100.1,WRT54GL
619137,192.168.1.1,WRT120N
619138,192.168.1.1,WRT1900AC
1077160,192.168.1.1,EA6100
1077174,192.168.1.1,EA6350
1077240,192.168.1.98,WRT54GS
1077240,192.168.1.99,WRT54G
1077243,192.168.1.1,ea3500
11151,192.168.1.1,WRT54G
11161,192.168.0.1,EPC3925
11208,192.168.1.1,E3000
11247,192.168.1.64,SPA122
11291,192.168.0.1,DPC3825
11344,192.168.1.1,WRT54GH
11352,192.168.1.103,WET610N
11391,192.168.1.68,VEN501
11391,192.168.1.254,VEN501
11424,192.168.1.1,WRT160N
11440,192.168.1.1,WRT54G
11444,192.168.1.1,E2500
11445,192.168.1.1,WRT54G2
11482,192.168.1.1,E2500
11486,192.168.1.1,WRT54G
11536,192.168.1.1,E1000
11563,192.168.0.1,DPC3825
11573,192.168.0.51,VEN401
11575,192.168.1.1,E2500
11580,192.168.1.2,VEN401
11584,192.168.1.1,E2000
11630,192.168.1.1,E3000
11643,192.168.0.1,WRTU54G-TM
11682,192.168.1.1,E3200
11743,192.168.1.1,WRT54G2-WFA
11749,192.168.1.1,E4200
218528,192.168.1.1,E3000
218532,192.168.1.1,X2000
218535,192.168.1.1,WRT160Nv3
218543,10.61.200.79,EA4500
218561,192.168.0.1,E1200
218624,192.168.1.1,WRT610N
218627,192.168.1.1,WRT54G
218637,192.168.1.1,WRT610N
218642,192.168.1.1,E900
218668,192.168.1.1,WRT54G
218699,192.168.1.1,EA4500
218700,10.0.0.1,WRT1900AC
218715,192.168.1.1,E1000
218733,192.168.0.1,WRT54G2
218735,192.168.1.1,wrt54g
218754,10.28.81.250,WAP300N
218764,10.0.0.1,DPC3939
218764,10.0.0.254,DPC3939
218768,10.0.0.1,DPC3939
218768,10.0.0.254,DPC3939
218777,192.168.1.11,VEN501
218794,192.168.10.1,EA6400
218807,192.168.0.1,DPC3825
218815,192.168.1.1,E2500
218821,10.0.0.254,DPC3939
218830,10.0.0.1,DPC3939
218830,10.0.0.254,DPC3939
218886,192.168.1.66,VEN501
218887,192.168.1.1,M10
218888,192.168.1.1,WRT54GS
218893,192.168.1.1,WRT54G
218897,192.168.1.1,WRT54G2
218911,10.0.0.1,DPC3939
218911,10.0.0.254,DPC3939
218950,192.168.1.1,E1000
218959,192.168.1.1,E1500
218989,192.168.1.1,WRT1900AC
218989,192.168.1.149,RE6500
218994,192.168.5.1,E2500
219000,192.168.1.1,WRT54G
219001,10.1.10.254,DPC3939B
219015,192.168.1.1,WRT310N
219019,192.168.1.74,VEN401
219022,192.168.1.1,WRT110
219028,192.168.0.1,DPC3825
856674,192.168.1.214,VEN501
611595,192.168.1.1,EA4500
611596,192.168.1.1,E3200
611604,192.168.1.1,WRT120N
611627,192.168.1.1,EA4500
611675,192.168.1.1,EA4500
611711,192.168.1.1,WRT120N
611714,192.168.2.1,E1200
611717,192.168.1.1,E1200
611750,192.168.1.1,WRT120N
611756,192.168.1.1,E800
611770,192.168.1.1,E3000
611774,192.168.1.1,E1200
611790,192.168.1.1,E2500
611792,192.168.1.1,E1200
611836,10.0.0.254,DPC3939
611851,192.168.1.1,E3000
611871,192.168.1.1,E4200
611874,192.168.1.1,WRT54G
611894,192.168.1.1,WRT1900AC
611908,192.168.1.254,DPC2425
611932,192.168.1.1,WRT160N
611938,192.168.1.1,E2500
612026,192.168.0.1,DPC3825
612035,192.168.1.1,wrt54g
612049,192.168.1.1,EA2700
612080,192.168.1.1,WRT310N
612087,192.168.1.65,VEN401
612098,192.168.1.1,E2500
612113,10.0.0.254,DPC3939
612139,192.168.1.1,E2500
612164,192.168.0.1,E2500
612172,192.168.0.1,WAG320N
1071313,192.168.1.1,EA4500
1071314,192.168.1.1,WAG120N
1071348,192.168.1.1,WRT54G
1071381,192.168.1.1,E2000
1071408,192.168.1.1,E1000
1071427,192.168.1.1,E2000
1071428,192.168.0.1,DPC3928
1071480,192.168.1.1,WRT54G
1071504,10.1.10.1,DPC3939B
1071504,10.1.10.254,DPC3939B
1071505,192.168.1.1,BEFSR41
1071514,192.168.0.2,RE3000W
1071539,192.168.0.1,DPC3825
1071561,192.168.1.1,E2000
1071622,192.168.1.1,WRT54G
1071656,192.168.1.1,WRT54GS
1071675,192.168.1.1,WRT160N
1071686,192.168.1.1,WRT160N
1071708,192.168.2.1,wrt54g
1071764,10.0.0.254,DPC3941
1071765,192.168.1.1,EA4500
1071789,192.168.1.1,E1200
1071813,192.168.1.1,E1200
1071869,10.0.0.254,DPC3939
11811,192.168.0.1,DPC3825
11874,192.168.1.1,WRT54GS
11894,192.168.1.1,E1200
11915,192.168.1.1,E1000
11917,192.168.2.1,E2500
11917,192.168.2.101,RE1000
11959,192.168.1.1,WRT54G
11965,192.168.1.65,VEN401
11981,192.168.1.1,WRT54G2
12010,192.168.1.1,wrt54g
12028,192.168.1.1,WRT54G
12036,192.168.1.1,E2500
12062,192.168.1.10,WRT160N
12086,192.168.1.1,WRT54GS
12122,192.168.1.1,E1200
12137,192.168.1.1,E3000
12150,192.168.0.10,E1200
222452,10.0.0.1,DPC3939
222452,10.0.0.254,DPC3939
222456,192.168.0.19,VEN401
222457,192.168.0.100,RE3000W
222477,192.168.1.1,E1500
222489,192.168.1.1,WAG120N
222499,192.168.1.1,WAG320N
222523,192.168.2.32,WAP4410N
222527,192.168.11.101,E2500
222530,192.168.1.1,WRT54G2
222561,192.168.1.1,E2500
222572,192.168.1.1,E1200
222580,192.168.1.1,WRT54G
222592,192.168.1.1,WRT120N
222593,192.168.1.1,E1200
222633,192.168.1.1,WRT160Nv2
222658,192.168.1.1,WRT160Nv3
222658,192.168.1.2,E2000
222684,192.168.1.1,WRT160Nv2
222688,192.168.1.75,VEN401
222706,192.168.1.1,WRT54GL
222720,192.168.1.1,E1200
222724,192.168.31.1,E3000
222737,192.168.1.1,E800
222738,192.168.0.1,E2500
222750,192.168.0.1,DPC3928
222761,192.168.1.1,wrt54g
617379,192.168.178.1,EPC3928AD
617391,192.168.1.1,WRT54G
617411,192.168.0.1,EPC3925
617428,192.168.1.1,E3000
617440,192.168.1.66,VEN401
617444,192.168.1.1,EA6100
617461,192.168.1.1,E2500
617475,192.168.1.1,WRT54GS
617517,192.168.1.1,E2000
617531,192.168.1.1,E900
1066974,192.168.1.1,WRT54G
1066990,192.168.0.1,DPC3848
1066997,192.168.0.1,DPC3828
1067008,192.168.1.1,WRT120N
1067016,10.0.0.1,DPC3941
1067016,10.0.0.254,DPC3941
1067022,10.10.1.2,WRT54G
1067033,192.168.1.1,E1000
1067060,192.168.0.1,DPC3825
1067066,192.168.1.1,E2500
1067068,192.168.1.1,WRT1900AC
1067072,10.22.231.188,EA3500
1067094,192.168.1.1,RV042
1067162,192.168.1.1,E4200
1067225,192.168.1.1,E1200
1067227,192.168.1.1,VEN401
1067250,192.168.1.8,E1200
1067303,10.0.0.1,DPC3941
1067303,10.0.0.254,DPC3941
1067304,192.168.1.1,EA3500
1067307,192.168.1.1,E1000
1067342,192.168.0.1,DPC3928
386287,192.168.0.22,RE3000W
386315,192.168.1.78,VEN401
386333,192.168.0.2,WET610N
386340,192.168.1.1,WRT54G
386358,10.0.0.1,DPC3939
386358,10.0.0.254,DPC3939
386362,192.168.1.1,E3000
386450,192.168.1.1,E1000
386465,192.168.178.1,EPC3928AD
386467,192.168.1.1,WRT54G
386504,192.168.2.1,RV110W
386519,192.168.1.1,WRT54GL
386537,192.168.1.1,EA4500
386570,192.168.1.240,E1500
386570,192.168.1.254,E1200
386578,192.168.1.245,WAP4410N
386587,192.168.1.1,WRT120N
386616,192.168.1.1,WRT1900AC
386648,192.168.1.8,WAP300N
386649,192.168.5.1,WRT1900AC
386660,192.168.1.254,RV042
386673,192.168.1.1,WRT54G
386691,192.168.1.1,WRT54G2
386697,192.168.0.1,DPC3825
386736,192.168.0.1,E1200
386754,192.168.0.4,VEN401
386790,192.168.1.1,E2000
386790,192.168.1.2,BEFSR41/BEFSR11/BEFSRU31
386804,192.168.2.1,WRT54GL
386811,192.168.1.1,E1000
3493,192.168.1.1,WAG120N
3530,192.168.1.1,WRT160Nv2
3573,192.168.1.1,WRT54G2
3582,192.168.1.2,WRT54GL
3662,192.168.10.20,WRT54G
3719,192.168.1.1,E2500
3864,192.168.1.1,WRT54G
3904,192.168.1.1,WRT120N
4082,192.168.1.1,BEFW11S4
4190,192.168.0.4,VEN401
4355,192.168.1.1,WRT54GX
4418,192.168.1.1,WRT100
4486,192.168.1.1,WRT54G
4542,192.168.1.80,VEN401
4583,192.168.1.1,WRT54G
4600,192.168.0.1,E1000
4623,192.168.2.15,WAG120N
4644,192.168.1.1,E1000
4715,192.168.0.2,VEN401
4766,192.168.1.1,E1200
4808,192.168.1.1,WRT54G2
4942,192.168.1.1,E2500
4980,10.224.161.128,RE1000
4991,192.168.1.64,SPA122
4993,192.168.1.1,WRT54G
5067,192.168.1.64,VEN401
5074,192.168.1.1,WRT610N
5216,192.168.1.1,WRT54G2
5229,192.168.1.1,WRT120N
5253,192.168.0.1,WRT320N
5259,192.168.1.1,E1200
606610,192.168.124.219,WRT54G
606619,192.168.0.1,DPC3928
606631,192.168.1.1,WRT54G2
606632,192.168.0.1,WRT54G-TM
606643,192.168.1.1,EA4500
606698,192.168.1.1,E2500
606739,192.168.14.1,RV042G
606744,192.168.1.100,WRT54GC
606751,192.168.1.1,E4200
606791,192.168.1.1,WRT54G2
850078,192.168.15.1,srp527w
606806,192.168.14.1,RV042G
606810,192.168.1.1,E2500
606831,192.168.178.1,EPC3925
606898,192.168.0.1,E1000
606958,192.168.1.1,WRT54G
607016,192.168.0.1,DPQ3925-X
607202,192.168.2.1,E2000
607205,192.168.1.1,WRT54GS
607208,192.168.0.1,EPC2425
607274,192.168.0.1,EPC2425
607296,192.168.1.1,E1000
607306,192.168.1.1,E1000
607311,192.168.0.1,DPC3925
215496,192.168.1.1,WRT54G
215504,192.168.1.1,X1000
215519,192.168.1.224,WAP4410N
215524,192.168.1.1,EA2700
215555,192.168.1.1,E1200
215567,192.168.1.1,E900
215577,192.168.2.1,WRT54GS
215588,10.0.0.1,DPC3939
215588,10.0.0.254,DPC3939
215610,192.168.1.1,E2500
215642,192.168.1.1,E1200
215658,192.168.2.1,WRT610N
215673,192.168.1.1,E1200
215680,192.168.1.1,E2500
215685,192.168.1.1,E1200
215703,192.168.0.1,DPC3928
215728,192.168.1.1,WRT54G
215731,192.168.0.8,VEN401
215739,192.168.1.1,E1200
215776,192.168.1.1,E1200
215786,192.168.1.1,wrt54g
215791,192.168.1.1,WRT54GSV4
215815,192.168.0.1,WRT160N
215820,192.168.1.1,E2000
222253,192.168.1.254,VEN501
222263,192.168.6.1,WRVS4400N
222307,192.168.1.1,E1200
222313,192.168.1.1,wrt54g
616742,192.168.1.1,WRT54G
616772,192.168.0.1,E2500
616784,192.168.1.1,WRT54G
616801,192.168.1.1,BEFVP41
616801,192.168.1.3,WAP54G
616823,192.168.1.1,WRT160Nv2
616833,192.168.1.1,wrt54g
616855,192.168.1.1,wrt54g
616878,192.168.0.3,VEN401
616895,192.168.0.1,DPC3825
616938,192.168.1.1,WRT54G
616973,192.168.1.1,WRT320N
616989,192.168.1.1,EA4500
617000,192.168.1.1,WRT54GS
617008,192.168.1.250,WAP11
617015,192.168.15.1,RTP300
617029,192.168.1.1,E3200
617041,192.168.1.1,E1000
617042,192.168.1.1,EA3500
617043,192.168.1.254,WRT54G
617045,10.0.0.1,DPC3941
617045,10.0.0.254,DPC3941
617059,192.168.1.1,WRT54GS
617072,192.168.10.254,WRT54G
617078,192.168.1.254,WRT54GS
617107,192.168.1.1,E3000
393779,192.168.1.1,WRT54GS
393780,192.168.1.1,WRT54G
393782,192.168.1.1,WRT54GS
617118,192.168.1.116,VEN501
617118,192.168.1.254,VEN501
393800,192.168.1.1,WRT54GS
393801,192.168.1.1,WRT160NL
617140,192.168.1.1,E4200
617166,192.168.1.1,E4200
393833,192.168.0.2,WRT54G
617209,192.168.1.1,EA3500
617243,192.168.0.1,DPC3825
393884,192.168.1.1,EA6100
393885,192.168.1.1,E1000
617254,192.168.1.10,E900
393902,192.168.10.1,wrt54g
393910,192.168.1.1,WRT54GS
617307,192.168.1.1,E1000
393916,192.168.0.1,WRT120N
393917,10.0.0.1,DPC3939
96,192.168.5.1,WRT160N
104,192.168.1.1,M20
123,10.50.50.5,WAP321
210,10.0.1.7,spa525g
250,192.168.1.1,WRT54GL
256,192.168.1.1,E1000
441,172.24.197.120,EA2700
446,192.168.1.1,WRT54G
455,192.168.1.1,E2000
487,192.168.1.1,WAG320N
543,192.168.1.1,E1200
545,192.168.1.1,WRT610N
559,192.168.1.1,E2000
668,192.168.1.1,E3000
711,192.168.1.1,E4200
713,192.168.1.1,WRT54GS
747,192.168.1.1,E1200
786,192.168.1.1,E4200
833,192.168.1.1,WRT54GS
853,192.168.1.1,WRT54G
902,192.168.1.1,WRT54G
916,192.168.1.1,E4200
1064,192.168.1.1,WRT54GL
1121,192.168.1.1,WRT320N
1150,192.168.1.1,WRT54GS
1177,192.168.1.1,E2500
1216,192.168.1.1,WRT310N
1354,192.168.1.1,E900
1384,192.168.1.1,WRT120N
1401,192.168.1.1,E1000
1412,192.168.1.5,WRT54G
1452,192.168.1.1,E3200
1546,192.168.178.150,SPA122
1581,192.168.2.103,E3000
1666,192.168.1.1,E900
1700,192.168.1.64,SPA122
1730,192.168.1.1,WRT54GS
1744,192.168.1.1,WRT54G2
605614,10.0.0.254,DPC3941
605622,192.168.1.1,WRT54G
605644,192.168.1.1,E4200
605652,192.168.1.1,EA3500
605667,192.168.1.1,WRT120N
605671,192.168.1.66,VEN501
605698,192.168.1.65,VEN401
605705,192.168.1.70,VEN401
605777,192.168.15.1,RTP300
605782,192.168.1.1,WRT310N
605794,192.168.1.1,wrt54g
605796,192.168.1.1,WRT54GS
605799,192.168.1.1,E1200
605815,192.168.1.83,VEN401
605823,192.168.1.65,VEN501
605823,192.168.1.254,VEN501
605835,192.168.1.1,E4200
605837,192.168.1.1,E2500
605853,192.168.1.213,VEN501
605891,192.168.0.1,DPC3825
605917,192.168.1.1,E2500
605919,192.168.1.1,E2000
605986,192.168.1.1,E2500
606003,10.0.0.1,DPC3941
606003,10.0.0.254,DPC3941
606005,192.168.1.1,WRT54G
606007,192.168.0.1,DPC3928
606061,192.168.1.1,E1000
606080,192.168.1.1,WRT54GS
606085,192.168.1.1,E2500
606092,192.168.1.66,VEN501
606136,10.0.0.1,DPC3939
606136,10.0.0.254,DPC3939
214562,192.168.1.1,WRT54GS2
214565,192.168.1.1,RV180W
214581,192.168.1.1,WRT54G
214591,192.168.1.1,WRT54GS
214592,192.168.1.1,RV180W
214605,192.168.0.1,WRT160N
214618,192.168.2.1,WRT54G
214628,192.168.1.1,WRT54GS
214630,192.168.1.67,VEN401
214639,192.168.1.1,WRT54G2
214656,192.168.1.1,WRT400N
214672,192.168.2.1,RV180W
214675,192.168.2.1,RV180W
214682,192.168.1.1,E1200
214686,192.168.1.1,E2500
214687,192.168.1.1,WRT120N
214696,192.168.1.1,WRT160N
214698,192.168.1.1,WRT54GS
214700,192.168.1.1,WRT54G
214705,192.168.1.1,WRT1900AC
214728,192.168.1.1,WRT54G
214737,192.168.0.1,WRT160N
214741,192.168.0.1,DPQ3925
214763,192.168.1.1,WRT54GS
214765,192.168.1.1,WRT54G2
214775,192.168.1.1,WRT1900AC
214805,192.168.1.1,E4200
214836,192.168.0.1,E2000
214840,192.168.1.1,BEFSX41
214845,192.168.0.1,DPC3825
214858,192.168.1.1,WRT54GL
214890,192.168.0.1,DPC3827
214912,10.0.0.66,RE4000W
214916,192.168.0.1,EPC2425
214942,192.168.1.137,WUMC710
1066196,192.168.1.1,WRT54G
1066272,192.168.1.1,E2500
1066283,192.168.1.1,M20
1066287,192.168.1.132,AP541N
1066296,192.168.1.1,WRT160Nv2
1066321,192.168.1.1,E4200
1066329,10.0.0.1,DPC3941
1066329,10.0.0.254,DPC3941
1066361,10.0.1.1,EA6100
